sample_plot_id,longitude,latitude,起源,郁闭度,林分密度（株每公顷）,平均树高（米）,平均胸径（厘米）,龄组,tree_species_composition,tip1,tip2
43-421262-Y-02769,113.117678,27.997453,人工,0.6,1800,12.1,14.2,幼龄林,5樟木 4其它硬阔类 1杉木,阔叶林,樟木林
43-422263-Y-02185,112.95894396861718,28.361743930268485,人工,0.6,3300,10.2,11.8,中龄林,6杉木 4其它硬阔类,针阔混交林,针叶针阔混交林
43-412263-Y-02186,113.040357,28.359623,天然,0.55,2850,7.4,10.7,中龄林,6栎类 4马尾松,针阔混交林,针叶针阔混交林
43-412262-N-00530,112.731282,28.236662,天然,0.65,1815,12.6,11.9,中龄林,4其它硬阔类 3樟木2枫香 1檫木,阔叶林,其他难燃阔叶林
43-413149-Y-01829,113.37167,28.570866,天然,0.75,930,11.3,10.9,近熟林,8其它硬阔类 2杉木,阔叶林,其他难燃阔叶林
43-412162-Y-01711,113.37316134554297,28.642533353605113,天然,0.8,2130,10.5,10.3,中龄林,6枫香 2栎类 1杉木 1其它硬阔类,阔叶林,枫香林
43-412222-N-00391,113.47245778993637,28.54982453885312,天然,0.69,2760,11.7,11.9,中龄林,9马尾松 1杉木 ,针叶林,马尾松林
43-422263-N-00360,113.22934482311979,28.662270570254243,人工,0.61,1230,11.5,14.3,中龄林,5杉木 3樟木 2其它硬阔类 ,针阔混交林,针叶针阔混交林
43-422161-N-00377,113.35028495528665,28.588669431663195,人工,0.71,1845,8.1,13.2,中龄林,6马尾松 3其它硬阔类 1杉木,针阔混交林,针叶针阔混交林
43-412166-Y-02127,113.24504326131205,28.39228233348855,天然,0.8,3360,12.8,11.6,中龄林,10毛竹 ,竹、灌,竹、灌
43-412262-Y-02709,112.83121655191891,28.03751150369985,天然,0.64,1710,10,11.2,中龄林,4樟木2栎类 2枣 1其它硬阔类 1杉木,阔叶林,樟木林
43-422231-Y-02652,112.87218746937769,28.07255602969727,人工,0.68,1830,6.7,10,中龄林,7杉木 2樟木 1其它硬阔类,针叶林,杉木林
43-412162-Y-02534,112.62932503792032,28.148124131678614,天然,0.71,2745,6.2,9.3,中龄林,4油茶 3其它硬阔类 2檵木 1樟木,阔叶林,其他难燃阔叶林
43-422141-N-00484,113.098479561981,28.342044765569582,人工,0.7,2490,9,9,中龄林,7栎类 1樟木 1马尾松 1其它硬阔类,阔叶林,栎类林
43-412261-N-00468,113.22335363552706,28.374173975960066,天然,0.68,2610,11.1,13.6,中龄林,6马尾松 1杉木 3其它阔叶,针叶林,马尾松林
43-413244-N-00469,113.46779141325638,28.369797029427726,天然,0.6,870,10.4,20.6,近熟林,9樟木 1马尾松 ,阔叶林,樟木林
43-424261-N-00417,114.0006894102526,28.46729807039319,人工,0.51,2265,12,14.8,成、过熟林,6杉木 1木荷 1马尾松 2其它硬阔类,针阔混交林,针叶针阔混交林
43-412262-N-00557,113.82892102474969,28.146363332722615,天然,0.51,960,7.8,13.8,中龄林,5栎类 3木荷 2檫木,阔叶林,栎类林
43-412166-Y-02666,114.01037450102763,28.052847654641244,天然,0.8,4365,10.3,11.5,壮龄竹,10毛竹 ,竹、灌,竹、灌
43-422231-Y-02491,113.81039857832842,28.16575085991798,人工,0.51,1470,7.8,9.4,中龄林,9杉木 1其它硬阔类,针叶林,杉木林
43-411262-Y-02606,113.80852179425307,28.09305382395102,天然,0.61,2115,7.5,9,幼龄林,3其它硬阔类 3栎类 2油桐 2杉木,阔叶林,其他难燃阔叶林
43-413263-N-00654,113.2946889979321,27.90381057488858,天然,0.6,1770,8.33,11.6,近熟林,6马尾松 2其它硬阔类 1枫香 1栎类,针阔混交林,针叶针阔混交林
43-411262-Y-02937,113.31558201537872,27.88606468288982,天然,0.65,2580,6.9,7.7,幼龄林,6栎类 3杉木 1其它硬阔类,阔叶林,栎类林
43-422231-Y-02139,114.22335194316813,28.37247035830631,人工,0.61,1665,11.8,14.8,中龄林,7杉木 1其它硬阔类 1木荷 1马尾松,针叶林,杉木林
43-422231-Y-02254,113.65105321042218,28.312624321906686,人工,0.61,1770,9.4,10.7,中龄林,7杉木 1栎类 1樟木 1枣,针叶林,杉木林
43-412263-Y-01894,113.90062236310304,28.5229949005668,天然,0.51,840,8.9,10.9,中龄林,3杉木 4栎类 2其它硬阔类 1其它软阔类,阔叶林,栎类林
43-410142-Y-02072,113.69698043947504,28.422651636940508,天然,0.71,,1.9,1.48,幼龄林,10杜鹃,竹、灌,竹、灌
43-412262-N-00393,114.12516830668027,28.53661791259197,天然,0.61,720,9.6,11.4,中龄林,3杉木3木荷2软阔2硬阔,针阔混交林,针叶针阔混交林
43-412262-N-00457,113.95789400893395,28.39610423989797,天然,0.61,900,11.5,11.5,中龄林,3檫木 3泡桐 2木荷 2其它硬阔类,阔叶林,其他难燃阔叶林
43-422263-N-00487,113.67071047006206,28.329899162667257,人工,0.51,1425,9.8,11.7,中龄林,3栎类 4杉木 3其它硬阔类,针阔混交林,针叶针阔混交林
43-422231-Y-02429,113.526401,28.20638593,人工,0.55,3810,7.3,8.9,中龄林,7杉木 2马尾松 1栎灌,针叶林,杉木林
43-422262-Y-02363,112.91645839757024,28.253107218403283,人工,0.69,2610,14.6,14.3,中龄林,6樟木 4其它硬阔类,阔叶林,樟木林
43-412262-Y-01896,114.06461285618424,28.520234492305374,天然,0.61,1875,9.6,12.7,中龄林,4其它硬阔类 3其它软阔类 2杉木 1板栗 ,阔叶林,其他难燃阔叶林
43-413262-Y-02884,113.438398,27.91997865,天然,0.65,2025,11.3,12.9,近熟林,3樟木 3油桐 2杉木 2其它硬阔类,阔叶林,其他难燃阔叶林
43-411266-Y-02009,113.4917447,28.46012082,天然,0.55,2235,9.3,9,幼龄林,10毛竹 ,竹、灌,竹、灌
43-412262-Y-02832,113.64214641925437,27.952504802474103,天然,0.4,735,14.6,13.5,中龄林,5樟木 2板栗 2其它软阔类 1檫木 ,阔叶林,樟木林
43-412263-Y-01950,113.6149183,28.49375259,天然,0.61,1905,9.9,9.6,中龄林,5马尾松 3栎类 2油茶 ,针阔混交林,针叶针阔混交林
43-413262-N-00531,113.91221453002507,28.216752631885186,天然,0.61,1620,7.9,14,近熟林,4其它硬阔类 2木荷 2枫香 2樟木,阔叶林,其他难燃阔叶林
43-422261-Y-02377,114.05576636831071,28.231660986790814,人工,0.51,1695,15.7,16.1,中龄林,6国外松 3杉木 1阔叶,针叶林,其他易燃针叶林
43-413263-Y-02374,113.81210780625474,28.237224454488846,天然,0.51,1875,11,12.6,近熟林,6木荷 2杉木 2马尾松,针阔混交林,阔叶针阔混交林
43-422231-Y-02432,113.7708702531728,28.202582359838225,人工,0.51,2400,7.8,11.4,中龄林,8杉木 2马尾松 ,针叶林,杉木林
43-412262-N-00546,113.99259603386042,28.178950152115437,天然,0.61,1005,6.9,8.7,中龄林,4其它硬阔类 3栎类 2泡桐 1木荷,阔叶林,其他难燃阔叶林
43-422263-N-00545,113.178701347222,28.194332052777,人工,0.68,2535,8.3,9.2,中龄林,6杉木 2其它硬阔类 2樟木,针阔混交林,针叶针阔混交林
43-423131-N-00520,114.03531240904478,28.250139903194466,人工,0.71,2235,11.1,14.5,近熟林,9杉木 1栎类,针叶林,杉木林
43-412263-Y-02310,113.37351,28.285192,天然,0.65,2865,7.9,8.2,中龄林,6马尾松 4其它硬阔类,针阔混交林,针叶针阔混交林
43-423262-Y-02071,113.6130742,28.42152048,人工,0.51,660,8.5,14.3,近熟林,6板栗 2杉木 1栎类 1枫香 ,阔叶林,其他难燃阔叶林
43-412262-Y-02249,113.24380927908767,28.320388619299305,天然,0.45,675,10.3,7.5,中龄林,3樟木 4其它硬阔类 2马尾松 1栎类,阔叶林,其他难燃阔叶林
43-412241-Y-02545,113.524855,28.13365226,天然,0.65,3600,7.3,8.9,中龄林,7栎类 2马尾松 1木荷,阔叶林,栎类林
43-412262-Y-02434,113.93284383498292,28.19868148521372,天然,0.51,2115,12.7,12.3,中龄林,6其它硬阔类 2杉木 2木荷,阔叶林,其他难燃阔叶林
43-422231-Y-02663,113.76688498538101,28.058066956739395,人工,0.61,1785,6.8,8.3,中龄林,9杉木 1木荷 ,针叶林,杉木林
43-423226-Y-02542,113.28068359085485,28.139108447988182,人工,0.65,1395,14.5,26.1,近熟林,7湿地松 2杉木 1樟木 ,针叶林,湿地松林
43-422231-Y-02074,113.85781131997383,28.416767026583045,人工,0.51,2160,9.4,11.6,中龄林,9杉木 1马尾松 ,针叶林,杉木林
43-412166-Y-02536,112.791962,28.14614,天然,0.7,4950,14.1,11.2,中龄林,10毛竹 ,竹、灌,竹、灌
43-422231-Y-02607,113.889661,28.091681,人工,0.5,870,9.5,9.6,中龄林,7杉木 1油茶 1木荷 1其它硬阔类 ,针叶林,杉木林
43-411162-Y-02487,113.4843808,28.17126788,天然,0.7,1485,8.82,11.9,幼龄林,5枣 3乌桕 1杉木 1油桐 ,阔叶林,其他难燃阔叶林
43-413262-N-00485,113.30385584536114,28.33667435768468,天然,0.69,4515,9.7,8.3,近熟林,8其它硬阔类 2杉木,阔叶林,其他难燃阔叶林
43-423222-N-00624,112.158949,27.989217,人工,0.65,2820,16.7,20.3,近熟林,7马尾松 3杉木 ,针叶林,马尾松林
43-422262-Y-02530,112.3039175228754,28.151526992676622,人工,0.6,960,9.5,11.5,中龄林,5其它硬阔类 2杉木 1栎类 1樟木 1桂花,阔叶林,其他难燃阔叶林
43-413263-Y-02584,112.01864887544525,28.11802491092095,天然,0.6,615,14.2,17.1,近熟林,4马尾松 3樟木 2杉木 1其它硬阔类 ,针阔混交林,针叶针阔混交林
43-431163-Y-02705,112.50523467943697,28.041624261050856,人天混,0.7,2415,7.4,8.8,幼龄林,5杉木 2樟木 2泡桐 1檫木,针阔混交林,针叶针阔混交林
43-423263-Y-02760,112.38345755672094,28.00693304532382,人工,0.6,1170,7.7,10.7,近熟林,5杉木 4樟木 1其它硬阔类,针阔混交林,针叶针阔混交林
43-422231-Y-02583,111.93574850049299,28.120483366014582,人工,0.6,1635,7.2,9.7,中龄林,9杉木 1其它阔叶树,针叶林,杉木林
43-422231-Y-02469,112.728111,28.028145,人工,0.65,2025,11.5,14.1,中龄林,8杉木 1枫香 1其它软阔类,针叶林,杉木林
43-422222-N-00651,112.634913,27.905224,人工,0.65,1350,14.3,18.7,中龄林,8马尾松 1枫香 1其它硬阔类,针叶林,马尾松林
43-422162-Y-02059,112.63379583800759,28.436854408104523,人工,0.7,2985,6.8,9,中龄林,5樟木 4楠木 1其它软阔类,阔叶林,樟木林
43-421244-N-00586,112.20012450823947,28.098147601330766,人工,0.5,1320,6.3,13.6,幼龄林,10樟木 ,阔叶林,樟木林
43-421131-Y-02821,112.106024,28.141705,人工,0.75,2790,8.3,9.6,幼龄林,8杉木 1樟木 1其它硬阔类,针叶林,杉木林
43-422131-Y-02922,112.097325,27.901144,人工,0.7,1905,8.7,13.5,中龄林,9杉木 1其它阔叶树,针叶林,杉木林
43-413261-Y-02468,111.952456,28.18747,天然,0.65,2280,13.1,15.3,近熟林,6马尾松 4杉木,针叶林,马尾松林
43-412362-Y-02526,111.977753,28.155874,天然,0.35,765,10.9,11.6,中龄林,5其它软阔类 2杉木  1刺槐 2盐肤木,阔叶林,其他难燃阔叶林
43-412263-Y-02472,112.26320413736107,28.188331499199364,天然,0.65,1440,13.3,12.5,中龄林,4其它硬阔类 4马尾松 1栎类 1其它软阔类,针阔混交林,针叶针阔混交林
43-412263-N-00528,112.12023753663311,28.243183288478008,天然,0.45,1020,7.4,10.9,中龄林,5马尾松 2其它硬阔类 2栎类 1其它软阔类,针阔混交林,针叶针阔混交林
43-412262-Y-02412,112.139406,28.206884,天然,0.6,1680,14.8,13.9,中龄林,4其他阔叶树3樟木3马尾松,针阔混交林,针叶针阔混交林
43-412262-N-00529,112.373463,28.239437,天然,0.65,2025,13.2,11.3,中龄林,6樟木 2马尾松 1其它硬阔类 1檫木,阔叶林,樟木林
43-412244-Y-02475,112.30384299999999,28.110917,天然,0.65,2175,10.9,10.3,中龄林,7樟木 2檫木 1杉木,阔叶林,樟木林
43-412222-Y-02756,112.05778510369964,28.009580994767134,天然,0.6,1320,8.1,13.7,中龄林,7马尾松 2杉木 1其它硬阔类 ,针叶林,马尾松林
43-411149-Y-02762,112.537516,28.010534,天然,0.8,2820,8.6,11.5,幼龄林,8其他硬阔类1马尾松1杉木,阔叶林,其他难燃阔叶林
43-411141-N-00587,112.24081827345796,28.097785514169654,天然,0.75,4080,6.6,8,幼龄林,7栎类 2其它硬阔类 1檵木 ,阔叶林,栎类林
43-412222-Y-02700,112.09897300659907,28.04494313711615,天然,0.65,2085,15,13.6,中龄林,8马尾松 1栎类 1其它硬阔类,针叶林,马尾松林
43-412161-N-00554,111.996646,28.171896,天然,0.7,1935,13.6,18.6,中龄林,6马尾松 2杉木 1其它硬阔类 1其它软阔,针叶林,马尾松林
43-412122-N-00623,112.024878,27.991635,天然,0.75,3060,10.7,13.9,中龄林,7马尾松 3杉木,针叶林,马尾松林
43-412122-N-00517,112.446943,28.275266,天然,0.7,2460,11,13.6,中龄林,7马尾松 1枫香 1樟木 1其它硬阔类 ,针叶林,马尾松林
43-411262-Y-02588,112.34412401810903,28.11546462019612,天然,0.55,1245,9.2,8.9,幼龄林,4枫香 4其它硬阔类 1栎类 1其它软阔类,阔叶林,枫香林
43-411248-Y-02181,112.32843500000003,28.079408999999995,天然,0.6,1935,13.5,10.2,幼龄林,7枫香 1杉木 1栎类 1其它软阔类,阔叶林,枫香林
43-411163-Y-02586,112.18091530589675,28.116976258247746,天然,0.7,2055,8.9,9.4,幼龄林,3栎类 3其它硬阔类 3杉木 1马尾松,针阔混交林,针叶针阔混交林
43-411163-N-00544,112.07912394921095,28.20742401180877,天然,0.7,2010,7.6,9.5,幼龄林,4其它硬阔类 2杉木2马尾松1栎类1其它软阔,针阔混交林,针叶针阔混交林
43-411162-Y-02703,112.34273163825458,28.04281276909404,天然,0.7,2295,9.4,10.7,幼龄林,3栎类 2其它软阔类 2其它硬阔类 2枫香 1榆树,阔叶林,其他难燃阔叶林
43-411162-N-00606,112.484467582413,28.059277453691607,天然,0.7,2220,5.3,8.9,幼龄林,4其它硬阔类3栎类 2马尾松 1樟木,阔叶林,其他难燃阔叶林
43-411162-N-00588,112.60702459810682,28.093983846377455,天然,0.7,2535,8.9,10,幼龄林,6其它硬阔类 2樟木 1枫香 1泡桐,阔叶林,其他难燃阔叶林
43-412262-N-00627,113.49931807713993,27.972400800235793,天然,0.45,2265,9.2,10.4,中龄林,5其它硬阔类 2枣 2杉木 1马尾松 ,针阔混交林,针叶针阔混交林
43-412362-Y-02010,113.57276489267309,28.45846004032381,天然,0.35,585,8.3,10.3,中龄林,4樟木 3栎类 2檵木 1檫木 ,阔叶林,樟木林
43-422263-Y-02008,113.410101,28.46151257,人工,0.61,1830,7.5,10.3,中龄林,4杉木 3枣 2栎类 1紫椴 ,针阔混交林,针叶针阔混交林
43-422266-Y-01957,114.18573993778092,28.481722237649585,人工,0.61,2115,9.5,10,中龄林,10毛竹 ,竹、灌,竹、灌
43-422231-Y-01955,114.021537,28.460727,人工,0.55,1065,15.4,18.4,中龄林,7杉木 3其它硬阔类,针叶林,杉木林
43-412162-Y-02880,113.11349810007788,27.92486449948593,天然,0.75,1560,11.3,11.5,中龄林,3枫香 2木荷 2杉木 2其它硬阔类 1其他软阔类,阔叶林,其他难燃阔叶林
43-412163-Y-02125,113.081806313026,28.39504952927812,天然,0.75,1800,9.5,9.4,中龄林,5马尾松 3栎类 2樟木,针阔混交林,针叶针阔混交林
43-433263-Y-02137,114.06031851218886,28.376100928098467,人天混,0.51,1590,10,11.4,近熟林,6其它硬阔类 4杉木,针阔混交林,针叶针阔混交林
43-422231-Y-02602,113.4829772,28.09951601,人工,0.6,660,7.53,9.8,中龄林,7杉木 2檵木 1其它硬阔类,针叶林,杉木林
43-412262-Y-02194,113.6926539091316,28.34836098159288,天然,0.45,645,16.6,20,中龄林,6栎类 2木荷 1泡桐 1其它阔叶,阔叶林,栎类林
43-422263-Y-02258,113.97662259754958,28.305920698228675,人工,0.51,1515,10.3,12.3,中龄林,5杉木 2木荷 2其它软阔类 1檫木,针阔混交林,针叶针阔混交林
43-422263-Y-02485,113.32180450247142,28.174771664849644,人工,0.69,1740,11.3,10.3,中龄林,6马尾松 1栎类 1樟木 2其它硬阔类,针阔混交林,针叶针阔混交林
43-423261-N-00467,113.1413758083837,28.37515304429613,人工,0.45,1440,9.8,15.9,近熟林,6杉木 1马尾松 2樟木 1其它硬阔类,针阔混交林,针叶针阔混交林
43-412222-Y-02251,113.397371,28.313634,天然,0.61,1950,7.3,9.5,中龄林,8马尾松 2木荷,针叶林,马尾松林
43-410162-Y-02886,113.6006945,27.91674672,天然,0.9,,2.5,0.84,幼龄林,4油茶3栎灌3其它灌木,阔叶林,其他难燃阔叶林
43-411262-Y-02427,113.3630914,28.20960479,天然,0.65,2070,12.5,10.9,幼龄林,4樟木 2其它硬阔类 2枫香 2栎类,阔叶林,樟木林
43-412266-N-00471,113.75318204344583,28.36442209743658,天然,0.6,2010,9,9,中龄林,10毛竹 ,竹、灌,竹、灌
43-413222-N-00454,113.550188,28.404353,天然,0.55,2055,8.5,10.7,近熟林,7马尾松 2栎类 1其它灌木,针叶林,马尾松林
43-422163-Y-02488,113.565825231854,28.17020089863477,人工,0.7,3075,9.1,10.6,中龄林,4杉木 4木荷 1其它硬阔类 1栎类,针阔混交林,针叶针阔混交林
43-411163-Y-02608,113.9709975,28.09013075,天然,0.71,3045,8.5,8.8,幼龄林,5杉木 3栎类 1杜鹃 1檵木,针阔混交林,针叶针阔混交林
43-422266-Y-02259,114.05867451407984,28.304059558099752,人工,0.65,3555,10,9.5,中龄林,10毛竹 ,竹、灌,竹、灌
43-422261-Y-02550,113.9314349,28.12699435,人工,0.65,2265,8,11.1,中龄林,6杉木 3马尾松 1阔叶,针叶林,杉木林
43-423263-Y-02134,113.81564537889213,28.381662656813408,人工,0.51,465,15.3,13.8,近熟林,4马尾松 3樟木 2杉木 1木荷,针阔混交林,针叶针阔混交林
43-412263-Y-02070,113.5319143,28.42329996,天然,0.61,1500,8.9,13.8,中龄林,5马尾松 2栎类 2板栗 1其它软阔类,针阔混交林,针叶针阔混交林
43-412262-Y-02490,113.72884973114692,28.16683404529583,天然,0.51,1695,8.7,12.8,中龄林,5木荷 2杉木 2其它硬阔类 1栎类 ,阔叶林,其他难燃阔叶林
43-423261-N-00590,113.66474094366481,28.077739933643002,人工,0.51,795,13.6,15.8,近熟林,5湿地松 2其它硬阔类 2杉木 1栎类,针阔混交林,针叶针阔混交林
43-422231-N-00589,113.62381438939347,28.07837642537454,人工,0.61,3135,9.1,10.7,中龄林,7杉木 1其它硬阔类 1木荷 1樟木,针叶林,杉木林
43-412261-N-00416,113.6337976,28.47483105,天然,0.51,1950,6.5,11.5,中龄林,3杉木 4马尾松 2栎类 1油茶,针阔混交林,针叶针阔混交林
43-412266-Y-01890,113.5746142,28.53002233,天然,0.55,2550,10.5,11.8,壮龄竹,10毛竹 ,竹、灌,竹、灌
43-422231-N-00519,113.87249601345455,28.253669736091748,人工,0.44,1830,6.2,8.3,中龄林,10杉木,针叶林,杉木林
43-423261-N-00556,113.58489244325455,28.151198669296857,人工,0.5,2520,8.8,11.4,近熟林,4马尾松 3杉木 2栎类 1梅叶冬青,针叶林,马尾松林
43-412262-Y-02132,113.6528462,28.38432611,天然,0.61,1410,8.8,11.4,中龄林,6其它硬阔类 2杉木 1木荷 1栎类,阔叶林,其他难燃阔叶林
43-412263-Y-02311,113.4462038,28.28018648,天然,0.61,945,7.1,9,中龄林,4马尾松 4其它硬阔类 2樟木,针阔混交林,针叶针阔混交林
43-412247-Y-02317,113.93530113219535,28.270963994124834,天然,0.61,1260,11.8,13.5,中龄林,7木荷 2樟木 1其它硬阔类 ,阔叶林,其他难燃阔叶林
43-412262-Y-01940,112.80309031661962,28.51279981521537,天然,0.65,1395,11.3,13.6,中龄林,5樟木 2栎类 2马尾松 1枫香 ,阔叶林,樟木林
43-412141-Y-02547,113.68741452626018,28.13180631535574,天然,0.71,2760,8,10.7,中龄林,10栎类 ,阔叶林,栎类林
43-422261-Y-02014,113.89931844825831,28.451987879700514,人工,0.51,2220,13.7,13.3,中龄林,5马尾松 4杉木 1木荷,针叶林,马尾松林
43-422261-Y-02001,112.83908886330168,28.471053272951877,人工,0.65,1890,8.2,11.9,中龄林,5湿地松 2杉木 2樟木 1枫香,针阔混交林,针叶针阔混交林
43-422263-Y-02075,113.93908840415446,28.41498099126294,人工,0.51,2070,8.3,11.4,中龄林,5杉木 4木荷 1马尾松,针阔混交林,针叶针阔混交林
43-422231-Y-02316,113.8537125464996,28.27267974258356,人工,0.61,3435,6.8,8.6,中龄林,7杉木 3木荷,针叶林,杉木林
43-411262-N-00486,113.34469142077799,28.335922569687543,天然,0.51,1530,4.4,7.6,幼龄林,5其它灌木 3樟木 1其它硬阔类 1板栗,针阔混交林,针叶针阔混交林
43-413262-N-00455,113.5909766,28.40334984,天然,0.45,1395,11.3,10.5,近熟林,6樟木 2油茶 1其它灌木 1枫桦,阔叶林,樟木林
43-412263-Y-01949,113.5332764,28.49551187,天然,0.51,1935,8.6,10.8,中龄林,6杉木 3皂荚 1油茶,针阔混交林,针叶针阔混交林
